index,category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
0,General,polygon-ecosystem,2024-01-13 21:00:14,2024,1,345,Binance Coin,307.1,302.36,-0.015434711820254,72.64
1,General,polygon-ecosystem,2024-01-20 21:00:13,2024,2,345,Binance Coin,302.36,315.66,0.0439872999073951,73.4
2,General,polygon-ecosystem,2024-01-27 21:00:11,2024,3,345,Binance Coin,315.66,305.87,-0.0310143825635177,74.66
3,General,polygon-ecosystem,2024-02-03 21:00:13,2024,4,345,Binance Coin,305.87,300.03,-0.0190930787589499,73.65
4,General,polygon-ecosystem,2024-02-10 21:00:12,2024,5,345,Binance Coin,300.03,323.12,0.0769589707695898,74.89
5,General,polygon-ecosystem,2024-01-13 21:00:22,2024,1,992,USD Coin,1.0,1.0,0.0,29.1
6,General,polygon-ecosystem,2024-01-20 21:00:19,2024,2,992,USD Coin,1.0,1.003,0.0029999999999998,29.74
7,General,polygon-ecosystem,2024-01-27 21:00:17,2024,3,992,USD Coin,1.003,1.001,-0.0019940179461615,30.37
8,General,polygon-ecosystem,2024-02-03 21:00:19,2024,4,992,USD Coin,1.001,0.999854,-0.001144855144855,28.34
9,General,polygon-ecosystem,2024-02-10 21:00:18,2024,5,992,USD Coin,0.999854,1.0,0.0001460213191125,42.95
10,General,polygon-ecosystem,2024-01-13 21:00:40,2024,1,659,ChainLink,13.52,14.38,0.0636094674556213,71.0
11,General,polygon-ecosystem,2024-01-20 21:00:36,2024,2,659,ChainLink,14.38,15.72,0.0931849791376912,67.09
12,General,polygon-ecosystem,2024-01-27 21:00:31,2024,3,659,ChainLink,15.72,14.36,-0.0865139949109415,64.35
13,General,polygon-ecosystem,2024-02-03 21:00:36,2024,4,659,ChainLink,14.36,17.68,0.2311977715877437,65.78
14,General,polygon-ecosystem,2024-02-10 21:00:27,2024,5,659,ChainLink,17.68,18.66,0.0554298642533936,69.73
15,General,polygon-ecosystem,2024-01-13 21:00:38,2024,1,1036,Polygon,0.828885,0.884572,0.0671830229766494,70.67
16,General,polygon-ecosystem,2024-01-20 21:00:33,2024,2,1036,Polygon,0.884572,0.778208,-0.1202434623750243,70.83
17,General,polygon-ecosystem,2024-01-27 21:00:35,2024,3,1036,Polygon,0.778208,0.786723,0.0109418047617088,70.13
18,General,polygon-ecosystem,2024-02-03 21:00:38,2024,4,1036,Polygon,0.786723,0.787899,0.001494808210768,70.75
19,General,polygon-ecosystem,2024-02-10 21:00:32,2024,5,1036,Polygon,0.787899,0.851647,0.080908847453798,71.35
20,General,polygon-ecosystem,2024-01-13 21:00:45,2024,1,2872,Wrapped Bitcoin,43767.0,42850.0,-0.0209518587063312,46.29
21,General,polygon-ecosystem,2024-01-20 21:00:41,2024,2,2872,Wrapped Bitcoin,42850.0,41636.0,-0.0283313885647607,39.21
22,General,polygon-ecosystem,2024-01-27 21:00:37,2024,3,2872,Wrapped Bitcoin,41636.0,41949.0,0.0075175329042175,41.65
23,General,polygon-ecosystem,2024-02-03 21:00:43,2024,4,2872,Wrapped Bitcoin,41949.0,42942.0,0.023671601230065,45.44
24,General,polygon-ecosystem,2024-02-10 21:00:36,2024,5,2872,Wrapped Bitcoin,42942.0,47880.0,0.1149923152158725,45.66
25,General,polygon-ecosystem,2024-01-13 21:00:57,2024,1,5395,Uniswap,6.38,6.63,0.0391849529780564,59.13
26,General,polygon-ecosystem,2024-01-20 21:00:55,2024,2,5395,Uniswap,6.63,6.48,-0.0226244343891401,62.74
27,General,polygon-ecosystem,2024-01-27 21:00:47,2024,3,5395,Uniswap,6.48,5.99,-0.0756172839506173,62.29
28,General,polygon-ecosystem,2024-02-03 21:00:55,2024,4,5395,Uniswap,5.99,6.14,0.0250417362270449,61.95
29,General,polygon-ecosystem,2024-02-10 21:00:47,2024,5,5395,Uniswap,6.14,6.66,0.0846905537459284,70.03
30,General,polygon-ecosystem,2024-01-13 21:00:51,2024,1,865,Dai,1.0,0.999321,-0.0006789999999999,33.77
31,General,polygon-ecosystem,2024-01-20 21:00:52,2024,2,865,Dai,0.999321,0.998772,-0.0005493730242835,33.77
32,General,polygon-ecosystem,2024-01-27 21:00:46,2024,3,865,Dai,0.998772,1.002,0.0032319688577573,41.31
33,General,polygon-ecosystem,2024-02-03 21:00:49,2024,4,865,Dai,1.002,0.999328,-0.0026666666666666,41.26
34,General,polygon-ecosystem,2024-02-10 21:00:44,2024,5,865,Dai,0.999328,1.0,0.0006724518876685,41.39
35,General,polygon-ecosystem,2024-01-13 21:01:12,2024,1,5920,Injective Protocol,38.29,37.76,-0.0138417341342387,49.13
36,General,polygon-ecosystem,2024-01-20 21:01:17,2024,2,5920,Injective Protocol,37.76,35.47,-0.0606461864406779,51.23
37,General,polygon-ecosystem,2024-01-27 21:01:07,2024,3,5920,Injective Protocol,35.47,34.91,-0.015787989850578,43.63
38,General,polygon-ecosystem,2024-02-03 21:01:07,2024,4,5920,Injective Protocol,34.91,33.06,-0.0529934116299053,51.12
39,General,polygon-ecosystem,2024-02-10 21:01:11,2024,5,5920,Injective Protocol,33.06,34.98,0.0580762250453718,48.66
40,General,polygon-ecosystem,2024-01-13 21:01:20,2024,1,6723,Lido DAO,3.16,3.4,0.0759493670886075,59.16
41,General,polygon-ecosystem,2024-01-20 21:01:20,2024,2,6723,Lido DAO,3.4,2.89,-0.1499999999999999,58.93
42,General,polygon-ecosystem,2024-01-27 21:01:20,2024,3,6723,Lido DAO,2.89,3.04,0.0519031141868511,57.79
43,General,polygon-ecosystem,2024-02-03 21:01:20,2024,4,6723,Lido DAO,3.04,2.78,-0.0855263157894737,39.86
44,General,polygon-ecosystem,2024-02-10 21:01:22,2024,5,6723,Lido DAO,2.78,2.96,0.0647482014388489,61.82
45,General,polygon-ecosystem,2024-01-13 21:02:12,2024,1,4469,Render Token,3.82,3.88,0.0157068062827225,32.72
46,General,polygon-ecosystem,2024-01-20 21:02:08,2024,2,4469,Render Token,3.88,3.98,0.0257731958762886,41.2
47,General,polygon-ecosystem,2024-01-27 21:01:50,2024,3,4469,Render Token,3.98,3.97,-0.0025125628140702,41.47
48,General,polygon-ecosystem,2024-02-03 21:01:56,2024,4,4469,Render Token,3.97,4.82,0.2141057934508816,34.02
49,General,polygon-ecosystem,2024-02-10 21:01:37,2024,5,4469,Render Token,4.82,4.71,-0.0228215767634855,49.06
50,General,polygon-ecosystem,2024-01-13 21:01:56,2024,1,996,Maker,1742.58,2072.51,0.1893342056031862,66.85
51,General,polygon-ecosystem,2024-01-20 21:01:48,2024,2,996,Maker,2072.51,1970.93,-0.0490130325064777,59.54
52,General,polygon-ecosystem,2024-01-27 21:01:40,2024,3,996,Maker,1970.93,2017.33,0.0235421856686944,66.27
53,General,polygon-ecosystem,2024-02-03 21:01:45,2024,4,996,Maker,2017.33,2019.82,0.0012343047493469,66.7
54,General,polygon-ecosystem,2024-02-10 21:01:35,2024,5,996,Maker,2019.82,1995.17,-0.0122040577873275,67.99
55,General,polygon-ecosystem,2024-01-13 21:01:53,2024,1,6569,The Graph,0.171799,0.172115,0.0018393587855574,70.22
56,General,polygon-ecosystem,2024-01-20 21:01:58,2024,2,6569,The Graph,0.172115,0.159644,-0.072457368619818,70.54
57,General,polygon-ecosystem,2024-01-27 21:01:49,2024,3,6569,The Graph,0.159644,0.161063,0.0088885269725138,68.28
58,General,polygon-ecosystem,2024-02-03 21:01:54,2024,4,6569,The Graph,0.161063,0.158082,-0.0185082855776932,70.35
59,General,polygon-ecosystem,2024-02-10 21:01:44,2024,5,6569,The Graph,0.158082,0.171571,0.0853291329816171,66.33
60,General,polygon-ecosystem,2024-01-13 21:02:17,2024,1,13879,Rocket Pool ETH,2463.73,2828.77,0.1481655863264237,40.01
61,General,polygon-ecosystem,2024-01-20 21:02:02,2024,2,13879,Rocket Pool ETH,2828.77,2702.8,-0.0445317222679821,41.63
62,General,polygon-ecosystem,2024-01-27 21:01:47,2024,3,13879,Rocket Pool ETH,2702.8,2492.36,-0.0778599970401065,41.05
63,General,polygon-ecosystem,2024-02-03 21:02:01,2024,4,13879,Rocket Pool ETH,2492.36,2526.73,0.0137901426760178,40.75
64,General,polygon-ecosystem,2024-02-10 21:01:52,2024,5,13879,Rocket Pool ETH,2526.73,2750.99,0.0887550312063417,37.12
65,General,polygon-ecosystem,2024-01-13 21:02:06,2024,1,5613,Aave,99.87,106.72,0.0685891659156903,66.96
66,General,polygon-ecosystem,2024-01-20 21:02:04,2024,2,5613,Aave,106.72,96.6,-0.0948275862068965,62.8
67,General,polygon-ecosystem,2024-01-27 21:01:53,2024,3,5613,Aave,96.6,92.03,-0.0473084886128363,69.69
68,General,polygon-ecosystem,2024-02-03 21:02:02,2024,4,5613,Aave,92.03,86.56,-0.0594371400630229,70.07
69,General,polygon-ecosystem,2024-02-10 21:01:57,2024,5,5613,Aave,86.56,88.84,0.0263401109057301,70.98
70,General,polygon-ecosystem,2024-01-13 21:01:41,2024,1,1002,TrueUSD,1.0,0.996183,-0.0038169999999999,41.4
71,General,polygon-ecosystem,2024-01-20 21:01:45,2024,2,1002,TrueUSD,0.996183,0.987747,-0.0084683235911474,48.83
72,General,polygon-ecosystem,2024-01-27 21:01:37,2024,3,1002,TrueUSD,0.987747,0.988936,0.0012037495431522,41.59
73,General,polygon-ecosystem,2024-02-03 21:01:47,2024,4,1002,TrueUSD,0.988936,0.987439,-0.0015137481090789,48.84
74,General,polygon-ecosystem,2024-02-10 21:01:46,2024,5,1002,TrueUSD,0.987439,0.983766,-0.0037197234462077,48.51
75,General,polygon-ecosystem,2024-01-13 21:02:25,2024,1,1005,Synthetix Network Token,3.46,3.75,0.0838150289017341,63.03
76,General,polygon-ecosystem,2024-01-20 21:02:25,2024,2,1005,Synthetix Network Token,3.75,3.28,-0.1253333333333333,66.43
77,General,polygon-ecosystem,2024-01-27 21:02:15,2024,3,1005,Synthetix Network Token,3.28,3.23,-0.0152439024390243,63.9
78,General,polygon-ecosystem,2024-02-03 21:02:22,2024,4,1005,Synthetix Network Token,3.23,3.12,-0.0340557275541795,66.1
79,General,polygon-ecosystem,2024-02-10 21:02:12,2024,5,1005,Synthetix Network Token,3.12,3.47,0.1121794871794872,68.99
80,General,polygon-ecosystem,2024-01-13 21:02:36,2024,1,4708,SAND,0.503506,0.512107,0.017082219477027,60.48
81,General,polygon-ecosystem,2024-01-20 21:02:34,2024,2,4708,SAND,0.512107,0.485643,-0.0516767003770696,62.11
82,General,polygon-ecosystem,2024-01-27 21:02:25,2024,3,4708,SAND,0.485643,0.456548,-0.0599102633004078,64.3
83,General,polygon-ecosystem,2024-02-03 21:02:30,2024,4,4708,SAND,0.456548,0.442693,-0.030347301926632,63.01
84,General,polygon-ecosystem,2024-02-10 21:02:22,2024,5,4708,SAND,0.442693,0.472759,0.0679161405307967,64.55
85,General,polygon-ecosystem,2024-01-13 21:04:27,2024,1,5649,APEcoin,1.4,1.45,0.0357142857142857,34.81
86,General,polygon-ecosystem,2024-01-20 21:04:20,2024,2,5649,APEcoin,1.45,1.39,-0.0413793103448276,33.49
87,General,polygon-ecosystem,2024-01-27 21:04:25,2024,3,5649,APEcoin,1.39,1.42,0.0215827338129496,30.45
88,General,polygon-ecosystem,2024-02-03 21:02:51,2024,4,5649,APEcoin,1.42,1.4,-0.0140845070422535,35.35
89,General,polygon-ecosystem,2024-02-10 21:02:50,2024,5,5649,APEcoin,1.4,1.44,0.0285714285714286,35.91
90,General,polygon-ecosystem,2024-01-13 21:03:01,2024,1,907,Decentraland,0.45497,0.47075,0.0346836055124514,63.3
91,General,polygon-ecosystem,2024-01-20 21:03:00,2024,2,907,Decentraland,0.47075,0.473862,0.0066107275624004,66.92
92,General,polygon-ecosystem,2024-01-27 21:02:56,2024,3,907,Decentraland,0.473862,0.455206,-0.0393701119735281,66.75
93,General,polygon-ecosystem,2024-02-03 21:03:01,2024,4,907,Decentraland,0.455206,0.441182,-0.0308080297711365,66.39
94,General,polygon-ecosystem,2024-02-10 21:02:54,2024,5,907,Decentraland,0.441182,0.464525,0.052910136859618,71.66
95,General,polygon-ecosystem,2024-01-13 21:03:37,2024,1,18838,Frax Ether,2235.95,2555.36,0.1428520315749459,23.97
96,General,polygon-ecosystem,2024-01-20 21:03:16,2024,2,18838,Frax Ether,2555.36,2459.64,-0.0374585185648989,25.12
97,General,polygon-ecosystem,2024-01-27 21:03:14,2024,3,18838,Frax Ether,2459.64,2267.55,-0.0780967946528759,24.43
98,General,polygon-ecosystem,2024-02-03 21:03:29,2024,4,18838,Frax Ether,2267.55,2297.12,0.0130405062732904,23.78
99,General,polygon-ecosystem,2024-02-10 21:03:18,2024,5,18838,Frax Ether,2297.12,2502.63,0.0894641986487428,28.36
100,General,polygon-ecosystem,2024-01-13 21:03:41,2024,1,18835,Bonk,1.087e-05,1.53e-05,0.4075436982520699,30.36
101,General,polygon-ecosystem,2024-01-20 21:02:52,2024,2,18835,Bonk,1.53e-05,1.175e-05,-0.2320261437908496,34.55
102,General,polygon-ecosystem,2024-01-27 21:03:24,2024,3,18835,Bonk,1.175e-05,1.172e-05,-0.0025531914893616,23.04
103,General,polygon-ecosystem,2024-02-03 21:03:27,2024,4,18835,Bonk,1.172e-05,1.039e-05,-0.1134812286689419,24.51
104,General,polygon-ecosystem,2024-02-10 21:03:34,2024,5,18835,Bonk,1.039e-05,1.36e-05,0.3089509143407122,27.65
105,General,polygon-ecosystem,2024-01-13 21:03:27,2024,1,10321,WOO Network,0.389577,0.433888,0.1137413142973019,37.12
106,General,polygon-ecosystem,2024-01-20 21:03:15,2024,2,10321,WOO Network,0.433888,0.40288,-0.0714654473043734,38.66
107,General,polygon-ecosystem,2024-01-27 21:03:20,2024,3,10321,WOO Network,0.40288,0.359563,-0.1075183677521842,37.26
108,General,polygon-ecosystem,2024-02-03 21:03:36,2024,4,10321,WOO Network,0.359563,0.348379,-0.0311044239813329,36.63
109,General,polygon-ecosystem,2024-02-10 21:03:30,2024,5,10321,WOO Network,0.348379,0.391436,0.1235924094161818,39.19
110,General,polygon-ecosystem,2024-01-13 21:04:01,2024,1,18821,Axelar,1.11,1.054,-0.0504504504504504,41.38
111,General,polygon-ecosystem,2024-01-20 21:04:04,2024,2,18821,Axelar,1.054,0.898889,-0.1471641366223909,43.82
112,General,polygon-ecosystem,2024-01-27 21:04:41,2024,3,18821,Axelar,0.898889,0.944295,0.050513467180041,34.62
113,General,polygon-ecosystem,2024-02-03 21:04:07,2024,4,18821,Axelar,0.944295,0.91371,-0.0323892427684145,36.5
114,General,polygon-ecosystem,2024-02-10 21:03:57,2024,5,18821,Axelar,0.91371,1.098,0.2016941918114063,44.65
115,General,polygon-ecosystem,2024-01-13 21:03:54,2024,1,6597,Frax Share,8.05,9.21,0.1440993788819876,55.34
116,General,polygon-ecosystem,2024-01-20 21:03:39,2024,2,6597,Frax Share,9.21,9.02,-0.0206297502714442,56.56
117,General,polygon-ecosystem,2024-01-27 21:03:35,2024,3,6597,Frax Share,9.02,10.35,0.147450110864745,56.28
118,General,polygon-ecosystem,2024-02-03 21:03:08,2024,4,6597,Frax Share,10.35,10.38,0.0028985507246377,57.23
119,General,polygon-ecosystem,2024-02-10 21:02:58,2024,5,6597,Frax Share,10.38,9.06,-0.1271676300578035,56.24
120,General,polygon-ecosystem,2024-01-13 21:03:49,2024,1,6570,Frax,0.99721,1.001,0.0038006036842789,56.18
121,General,polygon-ecosystem,2024-01-20 21:03:55,2024,2,6570,Frax,1.001,0.998092,-0.0029050949050948,55.87
122,General,polygon-ecosystem,2024-01-27 21:03:48,2024,3,6570,Frax,0.998092,0.999149,0.0010590206113263,56.14
123,General,polygon-ecosystem,2024-02-03 21:03:37,2024,4,6570,Frax,0.999149,0.998315,-0.000834710338498,55.97
124,General,polygon-ecosystem,2024-02-10 21:03:24,2024,5,6570,Frax,0.998315,1.002,0.0036912197052033,57.72
125,General,polygon-ecosystem,2024-01-13 21:03:58,2024,1,3720,Rocket Pool,29.6,35.28,0.1918918918918918,34.87
126,General,polygon-ecosystem,2024-01-20 21:03:37,2024,2,3720,Rocket Pool,35.28,30.3,-0.141156462585034,38.72
127,General,polygon-ecosystem,2024-01-27 21:04:08,2024,3,3720,Rocket Pool,30.3,29.8,-0.0165016501650165,36.83
128,General,polygon-ecosystem,2024-02-03 21:03:53,2024,4,3720,Rocket Pool,29.8,27.6,-0.0738255033557046,38.58
129,General,polygon-ecosystem,2024-02-10 21:03:49,2024,5,3720,Rocket Pool,27.6,29.32,0.0623188405797101,39.81
130,General,polygon-ecosystem,2024-01-13 21:04:36,2024,1,18839,Staked Frax Ether,2391.95,2759.31,0.15358180563975,22.82
131,General,polygon-ecosystem,2024-01-20 21:04:03,2024,2,18839,Staked Frax Ether,2759.31,2639.37,-0.043467388586277,23.83
132,General,polygon-ecosystem,2024-01-27 21:04:17,2024,3,18839,Staked Frax Ether,2639.37,2428.87,-0.0797538806609153,23.09
133,General,polygon-ecosystem,2024-02-03 21:04:09,2024,4,18839,Staked Frax Ether,2428.87,2468.96,0.0165056178387481,22.49
134,General,polygon-ecosystem,2024-02-10 21:03:55,2024,5,18839,Staked Frax Ether,2468.96,2691.69,0.0902120730996047,28.04
135,General,polygon-ecosystem,2024-01-13 21:04:04,2024,1,4696,Curve DAO Token,0.54498,0.561041,0.0294708062681199,63.25
136,General,polygon-ecosystem,2024-01-20 21:03:58,2024,2,4696,Curve DAO Token,0.561041,0.523093,-0.0676385504802679,65.27
137,General,polygon-ecosystem,2024-01-27 21:04:15,2024,3,4696,Curve DAO Token,0.523093,0.477171,-0.0877893605917112,63.96
138,General,polygon-ecosystem,2024-02-03 21:04:05,2024,4,4696,Curve DAO Token,0.477171,0.481617,0.0093174145117788,60.66
139,General,polygon-ecosystem,2024-02-10 21:03:53,2024,5,4696,Curve DAO Token,0.481617,0.496029,0.0299241928752514,63.36
140,General,polygon-ecosystem,2024-01-13 21:04:30,2024,1,1028,NEXO,0.898889,0.895425,-0.0038536460007854,54.39
141,General,polygon-ecosystem,2024-01-20 21:04:42,2024,2,1028,NEXO,0.895425,0.858705,-0.041008459669989,56.99
142,General,polygon-ecosystem,2024-01-27 21:04:43,2024,3,1028,NEXO,0.858705,0.863456,0.0055327498966466,56.66
143,General,polygon-ecosystem,2024-02-03 21:04:17,2024,4,1028,NEXO,0.863456,0.881727,0.0211603139013453,56.85
144,General,polygon-ecosystem,2024-02-10 21:04:02,2024,5,1028,NEXO,0.881727,0.945462,0.0722842784671445,56.34
145,General,polygon-ecosystem,2024-01-13 21:04:49,2024,1,19695,Coinbase Wrapped Staked ETH,2365.27,2723.17,0.1513146490675483,22.63
146,General,polygon-ecosystem,2024-01-20 21:04:25,2024,2,19695,Coinbase Wrapped Staked ETH,2723.17,2601.7,-0.0446061024467808,23.6
147,General,polygon-ecosystem,2024-01-27 21:04:31,2024,3,19695,Coinbase Wrapped Staked ETH,2601.7,2397.6,-0.0784487066149056,22.72
148,General,polygon-ecosystem,2024-02-03 21:04:36,2024,4,19695,Coinbase Wrapped Staked ETH,2397.6,2434.3,0.015306973640307,22.22
149,General,polygon-ecosystem,2024-02-10 21:04:17,2024,5,19695,Coinbase Wrapped Staked ETH,2434.3,2660.37,0.0928685864519573,7.53
150,General,polygon-ecosystem,2024-01-13 21:04:19,2024,1,6641,1inch,0.465551,0.495475,0.064276523946893,66.71
151,General,polygon-ecosystem,2024-01-20 21:04:09,2024,2,6641,1inch,0.495475,0.419845,-0.1526414047126494,67.06
152,General,polygon-ecosystem,2024-01-27 21:04:47,2024,3,6641,1inch,0.419845,0.39988,-0.0475532637044623,63.74
153,General,polygon-ecosystem,2024-02-03 21:04:37,2024,4,6641,1inch,0.39988,0.413781,0.0347629288786635,65.6
154,General,polygon-ecosystem,2024-02-10 21:04:10,2024,5,6641,1inch,0.413781,0.424297,0.0254144100381602,67.07
155,General,polygon-ecosystem,2024-01-13 21:04:17,2024,1,16387,STEPN,0.339327,0.323656,-0.04618259083421,46.27
156,General,polygon-ecosystem,2024-01-20 21:04:17,2024,2,16387,STEPN,0.323656,0.293036,-0.0946066193736559,48.46
157,General,polygon-ecosystem,2024-01-27 21:04:39,2024,3,16387,STEPN,0.293036,0.267384,-0.0875387324424303,47.72
158,General,polygon-ecosystem,2024-02-03 21:04:46,2024,4,16387,STEPN,0.267384,0.25544,-0.0446698381354157,47.48
159,General,polygon-ecosystem,2024-02-10 21:04:28,2024,5,16387,STEPN,0.25544,0.252724,-0.0106326338866269,47.55
160,General,polygon-ecosystem,2024-01-13 21:07:49,2024,1,7424,SuperFarm,0.555864,0.565454,0.0172524214556078,38.1
161,General,polygon-ecosystem,2024-01-20 21:07:17,2024,2,7424,SuperFarm,0.565454,0.627501,0.1097295270702832,38.98
162,General,polygon-ecosystem,2024-01-27 21:07:05,2024,3,7424,SuperFarm,0.627501,0.642036,0.0231633096999049,39.33
163,General,polygon-ecosystem,2024-02-03 21:06:40,2024,4,7424,SuperFarm,0.642036,0.594701,-0.073726395404619,39.12
164,General,polygon-ecosystem,2024-02-10 21:06:28,2024,5,7424,SuperFarm,0.594701,0.898756,0.5112737325143223,37.65
165,General,polygon-ecosystem,2024-01-13 21:10:34,2024,1,6298,API3,1.63,1.69,0.0368098159509202,53.16
166,General,polygon-ecosystem,2024-01-20 21:09:14,2024,2,6298,API3,1.69,2.62,0.5502958579881658,51.88
167,General,polygon-ecosystem,2024-01-27 21:07:24,2024,3,6298,API3,2.62,2.64,0.0076335877862595,54.83
168,General,polygon-ecosystem,2024-02-03 21:06:52,2024,4,6298,API3,2.64,3.26,0.2348484848484847,39.79
169,General,polygon-ecosystem,2024-02-10 21:05:34,2024,5,6298,API3,3.26,3.05,-0.0644171779141104,62.09
170,General,polygon-ecosystem,2024-01-13 21:05:28,2024,1,1090,IoTeX,0.0427211,0.0434999,0.0182298676766282,62.44
171,General,polygon-ecosystem,2024-01-20 21:05:22,2024,2,1090,IoTeX,0.0434999,0.0417987,-0.0391081358807721,61.01
172,General,polygon-ecosystem,2024-01-27 21:05:44,2024,3,1090,IoTeX,0.0417987,0.0423416,0.0129884422242796,58.1
173,General,polygon-ecosystem,2024-02-03 21:05:18,2024,4,1090,IoTeX,0.0423416,0.0409029,-0.0339784042171292,60.91
174,General,polygon-ecosystem,2024-02-10 21:05:03,2024,5,1090,IoTeX,0.0409029,0.0434037,0.0611399191744351,60.52
175,General,polygon-ecosystem,2024-01-13 21:06:04,2024,1,4340,Compound,50.34,59.84,0.1887167262614223,33.77
176,General,polygon-ecosystem,2024-01-20 21:05:17,2024,2,4340,Compound,59.84,56.74,-0.0518048128342246,30.56
177,General,polygon-ecosystem,2024-01-27 21:05:46,2024,3,4340,Compound,56.74,55.66,-0.0190341910468806,29.55
178,General,polygon-ecosystem,2024-02-03 21:05:30,2024,4,4340,Compound,55.66,55.47,-0.0034135824649658,32.32
179,General,polygon-ecosystem,2024-02-10 21:05:04,2024,5,4340,Compound,55.47,55.09,-0.0068505498467639,31.66
180,General,polygon-ecosystem,2024-01-13 21:06:07,2024,1,291,Basic Attention Token,0.231314,0.24791,0.0717466301218257,36.75
181,General,polygon-ecosystem,2024-01-20 21:05:39,2024,2,291,Basic Attention Token,0.24791,0.22978,-0.0731313783227783,29.98
182,General,polygon-ecosystem,2024-01-27 21:06:15,2024,3,291,Basic Attention Token,0.22978,0.232094,0.0100705022195142,36.79
183,General,polygon-ecosystem,2024-02-03 21:05:53,2024,4,291,Basic Attention Token,0.232094,0.217834,-0.0614406231957741,37.21
184,General,polygon-ecosystem,2024-02-10 21:05:42,2024,5,291,Basic Attention Token,0.217834,0.228645,0.0496295344161149,37.77
185,General,polygon-ecosystem,2024-01-13 21:05:42,2024,1,7426,Mask Network,4.74,3.78,-0.2025316455696203,33.85
186,General,polygon-ecosystem,2024-01-20 21:05:49,2024,2,7426,Mask Network,3.78,3.61,-0.0449735449735449,31.7
187,General,polygon-ecosystem,2024-01-27 21:06:08,2024,3,7426,Mask Network,3.61,3.42,-0.0526315789473684,32.52
188,General,polygon-ecosystem,2024-02-03 21:06:06,2024,4,7426,Mask Network,3.42,3.41,-0.002923976608187,32.35
189,General,polygon-ecosystem,2024-02-10 21:05:36,2024,5,7426,Mask Network,3.41,3.58,0.0498533724340175,40.55
190,General,polygon-ecosystem,2024-01-13 21:07:01,2024,1,7173,SafePal,0.693765,0.762813,0.0995264967243951,43.5
191,General,polygon-ecosystem,2024-01-20 21:06:16,2024,2,7173,SafePal,0.762813,0.714091,-0.0638714861964858,42.25
192,General,polygon-ecosystem,2024-01-27 21:06:45,2024,3,7173,SafePal,0.714091,0.69702,-0.0239059167529069,38.9
193,General,polygon-ecosystem,2024-02-03 21:06:36,2024,4,7173,SafePal,0.69702,0.67569,-0.0306017043987259,39.05
194,General,polygon-ecosystem,2024-02-10 21:06:11,2024,5,7173,SafePal,0.67569,0.716931,0.0610353860498157,41.83
195,General,polygon-ecosystem,2024-01-13 21:10:49,2024,1,3750,UMA,2.04,2.0,-0.0196078431372549,51.36
196,General,polygon-ecosystem,2024-01-20 21:10:06,2024,2,3750,UMA,2.0,4.66,1.33,48.85
197,General,polygon-ecosystem,2024-01-27 21:06:06,2024,3,3750,UMA,4.66,5.39,0.1566523605150213,51.54
198,General,polygon-ecosystem,2024-02-03 21:05:09,2024,4,3750,UMA,5.39,4.42,-0.1799628942486085,50.44
199,General,polygon-ecosystem,2024-02-10 21:05:28,2024,5,3750,UMA,4.42,4.11,-0.0701357466063347,49.2
200,General,polygon-ecosystem,2024-01-13 21:06:15,2024,1,1259,Tellor,132.33,121.91,-0.0787425375954055,50.44
201,General,polygon-ecosystem,2024-01-20 21:06:21,2024,2,1259,Tellor,121.91,125.12,0.0263308998441473,50.24
202,General,polygon-ecosystem,2024-01-27 21:06:31,2024,3,1259,Tellor,125.12,116.29,-0.0705722506393861,40.86
203,General,polygon-ecosystem,2024-02-03 21:06:25,2024,4,1259,Tellor,116.29,114.31,-0.0170263995184452,49.44
204,General,polygon-ecosystem,2024-02-10 21:06:00,2024,5,1259,Tellor,114.31,119.12,0.0420785583063599,53.95
205,General,polygon-ecosystem,2024-01-13 21:07:28,2024,1,1121,Ocean Protocol,0.443456,0.459061,0.035189511473517,52.37
206,General,polygon-ecosystem,2024-01-20 21:07:02,2024,2,1121,Ocean Protocol,0.459061,0.436909,-0.0482550249313272,55.91
207,General,polygon-ecosystem,2024-01-27 21:07:37,2024,3,1121,Ocean Protocol,0.436909,0.440653,0.0085692901725531,55.41
208,General,polygon-ecosystem,2024-02-03 21:07:05,2024,4,1121,Ocean Protocol,0.440653,0.424544,-0.0365571095623995,55.75
209,General,polygon-ecosystem,2024-02-10 21:06:49,2024,5,1121,Ocean Protocol,0.424544,0.466433,0.0986682181352227,62.96
210,General,polygon-ecosystem,2024-01-13 21:07:14,2024,1,3,0x,0.328851,0.343496,0.0445338466357104,52.76
211,General,polygon-ecosystem,2024-01-20 21:06:39,2024,2,3,0x,0.343496,0.323292,-0.058818734424855,56.11
212,General,polygon-ecosystem,2024-01-27 21:07:16,2024,3,3,0x,0.323292,0.397827,0.2305500909394601,55.49
213,General,polygon-ecosystem,2024-02-03 21:06:00,2024,4,3,0x,0.397827,0.31992,-0.1958313538296797,56.81
214,General,polygon-ecosystem,2024-02-10 21:06:23,2024,5,3,0x,0.31992,0.321401,0.0046292823205801,57.99
215,General,polygon-ecosystem,2024-01-13 21:07:45,2024,1,282,Band Protocol,1.83,1.73,-0.0546448087431694,51.91
216,General,polygon-ecosystem,2024-01-20 21:07:39,2024,2,282,Band Protocol,1.73,1.7,-0.0173410404624277,54.16
217,General,polygon-ecosystem,2024-01-27 21:08:07,2024,3,282,Band Protocol,1.7,1.73,0.0176470588235294,47.22
